movie_id,title,rating,total_ratings,directors,actors,screenwriters,release_date,genres,countries,languages,runtime,summary,link,poster,tags
1291868,情人,8.2,279983,让-雅克·阿诺,"珍·玛奇, 梁家辉, 弗雷德丽克·梅南热, 阿诺·乔瓦尼内蒂, 梅尔维尔·珀波",让-雅克·阿诺,1992-01-22,"剧情, 爱情, 情色, 传记",法国 / 英国 / 越南,英语 / 粤语,115分钟,1929年的越南是法国殖民地，一个15岁的法国少女（珍·玛奇 饰）在西贡女子寄宿学校读书。每逢假期她便回家，母亲办了一所很小的学校，收入甚少。她有两个兄弟，大哥比尔吸毒成瘾且横行霸道，弟弟保罗生性懦弱，常受大哥的欺负。一天少女一如往常一样告别母亲乘上渡船回学校，在船上遇到一个坐黑色大轿车的中国阔少爷（梁家辉 饰），他是华侨富翁的独生子。中国男人喜欢这名白人少女便去搭讪，两人便搭上了。 少女在寄宿学校里知道有的女生在外卖淫，她也想找个有钱人试试，因此很主动地与男人交谈。上岸后两人逛了西贡，还一起上馆子吃中国饭菜，男人用汽车送她回学校。第二天刚放学，黑色汽车就等在校门口了。 两人很快就坠入爱河。男人把少女带到他的公馆，这是中国富人们常用来金屋藏娇的地方。他俩在这里幽会、洗澡、玩耍。有时晚上也不回学校，校方只好通知她的母亲，然而……,https://movie.douban.com/subject/1291868/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1674536431.webp,
1291577,超人总动员,8.2,329031,布拉德·伯德,"格雷格·T·尼尔森, 霍利·亨特, 塞缪尔·杰克逊, 杰森·李, 泰迪·牛顿",布拉德·伯德,2005-01-28,"喜剧, 动作, 动画, 冒险",美国,英语 / 西班牙语 / 法语,115分钟,鲍勃是一个超人特工，他惩恶扬善，深受街坊邻里的爱戴。“不可思议”先生就是他的光荣外号。他和另一个超人特工“弹力女超人”相爱，两人结婚后过上平静的生活。 15年过去了，鲍勃已经像普通人一样生活，当上了保险公司的理赔员。然而他心中还是有着技痒之时。当他知道有发明家要展开攻击超人特工队、毁灭人类的计划，鲍勃终于按捺不住了。他要重出江湖，挽救人类护卫地球。但中年的超人已经大腹便便，他和敌人的斗争充满了悬念。鲍勃的妻子也跟丈夫一起投入到这场艰巨的战争中。,https://movie.douban.com/subject/1291577/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167017148.webp,
6879185,为奴十二年,8.3,268874,史蒂夫·麦奎因,"切瓦特·埃加福, 迈克尔·法斯宾德, 本尼迪克特·康伯巴奇, 拜伦·巴特, 保罗·达诺",约翰·里德利,2013-08-30,"剧情, 传记, 历史",美国 / 英国,英语,134分钟,Solomon Northup（切瓦特·埃加福特 Chiwetel Ejiofor 饰）本来是一个自由人，以演奏小提琴为生，有一个妻子和两个孩子，生活其乐融融。不料他却被两个白人以为马戏团表演伴奏所骗，去了华盛顿，一觉醒来发现自己成了黑奴。起初他被卖给了Ford先生（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰），在庄园里当奴隶。不久又被卖给了素有“黑奴终结者”之称的Epps先生（迈克尔·法斯宾德 Michael Fassbender 饰），他在种植园里日复一日地采摘棉花，也目睹了许多黑奴的悲剧。12年过去了，他始终没有放弃重回自由人的希望，直到遇到了一个思想进步的人士——木匠Bass先生（布拉德·皮特 Brad Pitt 饰）。Solomon是否能结束他身为奴隶的命运？ 本片根据Solomon Northup的真人真事改编。,https://movie.douban.com/subject/6879185/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167964789.webp,
3670447,大内密探灵灵狗,5.3,158254,王晶,"古天乐, 徐熙媛, 佟大为, 吴君如, 宋佳",王晶,2009-07-30,"喜剧, 动作, 武侠, 古装",中国香港 / 中国大陆 / 中国台湾,粤语 / 汉语普通话,98分钟,庄严的皇宫内，十二位以属相命名的大内密探肩负着贴身保护皇上的重任，其中高天九外号“灵灵狗”（古天乐 饰）是一位满脑子充满奇想秒招的发明家。他靠各种“法宝”在保护皇上的过程中屡建奇功，但对于自己风情万种却功艺高强的未婚妻梅希望（大S 饰）的一片痴心，“灵灵狗”的反应却表现的相当木讷。为了让这“灵灵狗”这个木瓜开窍，梅希望想出了一个试探“灵灵狗”的办法。 深宫之类忠奸难辨，暗藏杀机。围绕公主选附马一事，各方面的力量都暗自勾结，企图谋权篡位并消灭以“灵灵狗”为首的大内密探，皇上安危遭受威胁，十二密探面临前所未有的挑战。,https://movie.douban.com/subject/3670447/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1143572677.webp,
11614603,整容日记,4.8,110616,林爱华,"白百何, 郑中基, 张瑶, 郭京飞, 王宇媛",林爱华,2014-04-04,"喜剧, 爱情",中国大陆 / 中国香港,汉语普通话,84分钟,大学生郭晶（白百何 饰）相恋几年的男友（郭京飞 饰）不光从不承认这段恋情，毕业时还因为她长得太丑而提出分手。大受打击的郭晶连哭的时间都没有就马上加入了找工作的大军。因为相貌的平庸，郭晶在找工作过程中屡屡碰壁，但却意外在一次面试中被高管雷蒙（郑中基 饰）看中她的才华而获得工作。 雷蒙是公司里精英级的人物，被公司的美女们奉为男神，而且身边不乏各路美女相伴。但高高在上的他却一直对平凡的郭晶另眼相看。郭晶为了雷蒙决定放手一搏，存钱整容。功夫不负有心人，在扔了大把的金钱后，郭晶最终变成了人人羡慕的美女，而且公司也没人发现她的整容秘密。郭晶如愿以偿地和雷蒙走到了一起，但意外得知雷蒙其实最讨厌人造美女。天有不测风云，郭晶整容的秘密瞬间在公司曝光，她跟雷蒙的恋情将要经受最大考验……,https://movie.douban.com/subject/11614603/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174794423.webp,
1292506,赌神2,8.1,151349,王晶,"周润发, 梁家辉, 吴倩莲, 邱淑贞, 徐锦江",王晶,1994-12-15,"喜剧, 动作",中国香港,粤语 / 汉语普通话 / 英语 / 法语,126 分钟,赌神高进（周润发 饰）自从血洗江湖后，无心恋战，遂携新妻温柔（张敏 饰）隐居法国，生活平静，以画为伴。 台湾黑帮掌门人仇笑痴（吴兴国 饰）野心勃勃，要与高进一较高下，激他重出江湖，借高进会友之际带人潜入屋中将其妻其仆全部杀死。 悲痛欲绝的高进一人回大陆散心。途中偶遇台湾黑帮头目（柯受良 饰）与他女儿（邱淑贞 饰），二人结为至交却不料头目遭人暗算身亡，进碰巧救下其年幼的儿子，展开逃亡。而此时游手好闲的大陆汉（梁家辉 饰）与妹妹（吴倩莲 饰）碰巧遇上逃亡的进，而大陆公安队长（徐锦江 饰）也尾随而至，一场猫捉老鼠的游戏即将展开，而幕后操纵的仇笑痴又有什么阴谋呢……,https://movie.douban.com/subject/1292506/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2599461136.webp,
10726941,窃听风云3,6.4,172262,麦兆辉,"刘青云, 古天乐, 吴彦祖, 周迅, 叶璇",麦兆辉,2014-05-29,"动作, 悬疑, 惊悚, 犯罪",中国香港 / 中国大陆,汉语普通话 / 粤语,130分钟(中国大陆),本片讲述了香港新界围村陆氏家族在房产开发交易黑幕后的故事。故事开始于村民罗永就（古天乐 饰）醉酒撞死了异姓兄弟陆永远（钱嘉乐 饰），陆永远之妻月华（周迅 饰）从此与他势不两立。罗永就5年后出狱，发现陆氏家族大家长陆瀚涛（曾江 饰）和其女陆永瑜（叶璇 饰），以及女婿（黄磊 饰）已经坐拥新界最大房产公司，而陆家兄弟陆金强（刘青云 饰）、陆永富（方中信 饰）等人则疯狂扩张势力。不久香港房产巨鳄邀请罗永就“共商大事”。同时，神秘人阿祖（吴彦祖 饰）透露给月华一个通过窃听得到的秘密消息，他告诉月华要想在这场欺天阴谋中复仇，就必须按照他的指示去做…… 于是几方势力都开始暗自行动。 本片是《窃听风云》系列的第三部，但是除了“窃听”这一核心创意外，故事内容与前两部无关。,https://movie.douban.com/subject/10726941/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2182457355.webp,
35633904,刺猬,7.3,285454,顾长卫,"葛优, 王俊凯, 李萍, 刘威葳, 耿乐",郑执,2024-08-23,"剧情, 喜剧, 家庭",中国大陆 / 中国香港,汉语普通话,103分钟,一个“精神病人”如何在正常人的世界中生活？ 王战团（葛优 饰），俗世里的一位奇人，偶尔疯癫，行为古怪，却有独一份的清醒。周正（王俊凯 饰），敏感沉默的少年人，因口吃自闭，却有无声的反骨。两个不合群的人，让一大家子头疼不已，闹剧不断…… 本片改编自郑执创作的短篇小说《仙症》。,https://movie.douban.com/subject/35633904/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2912147213.webp,
10545939,黄金时代,7.4,196690,许鞍华,"汤唯, 冯绍峰, 王志文, 朱亚文, 黄轩",李樯,2014-10-01,"剧情, 爱情, 传记",中国大陆 / 中国香港,汉语普通话 / 粤语 / 上海话 / 武汉话 / 四川话 / 俄语 / 日语,179分钟,20世纪30年代，20岁的张乃莹（汤唯 饰）逃婚求学，却惨遭抛弃。投靠未婚夫汪恩甲（袁文康 饰）后的张乃莹依然躲不开被抛弃的命运，好在遇到了在报社工作的进步青年萧军（冯绍峰 饰），两人相知相爱。通过萧军张乃莹认识了女编辑白朗（田原 饰）、罗峰（祖峰 饰）夫妻以及聂绀弩（王千源 饰）等文学作家，改名“萧红”后的她得到了鲁迅（王志文 饰）、许广平（丁嘉丽 饰）夫妇的首肯，随后又结识了了胡风（冯雷 饰）、梅志（袁泉 饰）夫妇、蒋锡金（张译 饰）、丁玲（郝蕾 饰）、端木蕻良（朱亚文 饰）等人，在同时代作家的互相鼓励之下，虽然战事不断、颠沛流离，萧红却逐步走向了创作的“黄金时代”。,https://movie.douban.com/subject/10545939/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167320927.webp,
1292704,黄飞鸿之三：狮王争霸,8.2,172035,徐克,"李连杰, 关之琳, 莫少聪, 熊欣欣, 刘洵",徐克,1992-12-24,"剧情, 动作, 武侠, 古装",中国香港 / 中国大陆,粤语 / 汉语普通话,112分钟,晚清末年，大清帝国摇摇欲倒。面对外敌来袭，慈禧太后鼓励民间习武抗敌。李鸿章为了逢迎太后，举办起一年一届的“狮王争霸”大赛。“狮王争霸”其实就是各们各派舞起狮子头，以武力争夺锦标。 “狮王争霸”的消息一传出，各大门派纷纷摩拳擦掌，暗中招兵买马。一时，京城门派冲突四起。黄飞鸿（李连杰 饰）上书李鸿章欲取消“狮王争霸”，无奈李鸿章没有理会。无奈之下，黄飞鸿只好亲自参加“狮王争霸”，阻止各门派的自相残杀。 “狮王争霸”终于开锣了！这天校场上尘土飞扬，各门派自造的形象各异、杀伤力极强的“狮子头”粉墨登场。黄飞鸿亲自率领鬼脚七等徒弟也赶到了……,https://movie.douban.com/subject/1292704/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2047653768.webp,
1400665,济公,7.6,172538,杜琪峰,"周星驰, 张曼玉, 吴孟达, 黄秋生, 梅艳芳",邵丽琼,1993-07-29,"喜剧, 奇幻",中国香港,粤语,89分钟,天上降龙罗汉（周星驰）与众仙打赌，称在凡间会令三名凡人于一定时限内为他人作出牺牲，否则他愿再受轮回之苦。伏虎罗汉化身和尚济公来到人间，边游戏人间边普渡为生的间隙，他选中被老天所罚的九世乞丐（黄秋生）、遭男人欺女人辱的妓女（张曼玉）、杀人如麻的大盗（黄志强）为实验品。 凭 借鬼马机智巧妙安排一番后，济公与三人建立了良好的关系，而最终，九世乞丐与大盗被济公感化作出为他人牺牲之举，妓女更是一往情深爱上他，令他开始为是否自动放弃神仙身份留在凡间而烦恼。,https://movie.douban.com/subject/1400665/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2403567848.webp,
1428602,杀破狼,7.7,161203,叶伟信,"甄子丹, 洪金宝, 任达华, 廖启智, 吴京",司徒锦源,2005-11-18,"剧情, 动作, 犯罪",中国香港 / 中国澳门,粤语,93分钟,刘国忠（任达华 饰）是一个身患绝症的警察，他的前途暗淡无光，他接到任务要保护一个证人的女儿。督察马军（甄子丹 饰）是身手了得的武术家，一心要接替忠的位置。忠派去黑道大哥宝爷（洪金宝 饰）身边的卧底意外死亡，原因不明，忠怀疑是宝爷所为。于是把宝爷押送到警局盘问，苦于没有证 据，忠迫不得已开始捏造证据控告宝爷，全警局都深谙此道，只有军蒙在鼓里。 然而，证据神秘消失，宝爷走出警局时，扬言要杀掉忠的所有手下，果然他身边的冷血杀手Jack（吴京 饰）干掉了忠一帮下属，马军意外发现，忠的下属和宝爷之间原来还另有恩怨，马军怒火中烧，决定与宝爷和Jack决一死战。,https://movie.douban.com/subject/1428602/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250158341.webp,
35208467,想见你,6.2,217874,黄天仁,"柯佳嬿, 许光汉, 施柏宇, 金世佳, 贺灵榣",吕安弦,2022-12-24,"爱情, 悬疑, 奇幻",中国大陆 / 中国台湾 / 中国香港,汉语普通话,107分钟,一卷神秘的卡带让黄雨萱拥有了特殊的能力。她能否回到过去，改变相恋多年的爱人李子维的命运？错过的恋人们是否可以重新开始？爱让一切有了曲折，也有了力量。,https://movie.douban.com/subject/35208467/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2885427348.webp,
1303203,瘦身男女,7.0,172820,杜琪峰,"刘德华, 郑秀文, 王天林, 林雪, 黑川力矢",韦家辉,2001-06-21,"喜剧, 爱情",中国香港,粤语 / 日语,94分钟,Mini Mo（郑秀文饰）遭受失恋的打击后，饮食失去控制后体重升至260磅，窈窕身材不再。她与初恋情人黑川约定在十年后的日本相见，但旧貌不再的她深感自卑。偶然相识了跟她同样体型极胖的肥佬（刘德华饰），肥佬非常同情她，决定要帮她重塑魔鬼身材。肥佬以地狱式减肥方法锻炼Mini，为了让她减肥成功，得到更多的金钱让她上专业美容院减肥，肥佬不惜在街头被拳击换取酬劳。令Mini感动不已。 Mini恢复原貌前去赴约，黑川向她提出求婚，可是她心中仍念念不忘为她默默付出的肥佬，盼望跟他重逢的一天。,https://movie.douban.com/subject/1303203/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627630318.webp,
2294568,南京！南京！,7.6,204305,陆川,"刘烨, 高圆圆, 中泉英雄, 范伟, 裴中中",陆川,2009-04-22,"剧情, 历史, 战争",中国大陆 / 中国香港,汉语普通话 / 日语 / 英语 / 德语,132 分钟,1937年12月13日，时为国民政府首都的南京城沦陷，部分官员弃城逃亡，但仍有许多官兵留守，誓死保卫这个大厦将倾的城池。 宋锡濂部军官陆剑雄（刘烨 饰）协同战友与日军展开了激烈的巷战，他们微弱而顽强的抵抗最终被压制，数以万计的中国军民成为俘虏，在枪炮声中血染长江；金陵女子学院安全区，女教师姜淑云（高圆圆 饰）奔波往复，尽力帮助和拯救所有来此避难的同胞，但兽性大发的日军早已虎视眈眈盯上了藏身于此的妇女；拉贝的秘书唐先生（范伟 饰）小心应付，委曲求全，为了保护家人而做出错误的选择，他也为此付出代价；舞女小江（江一燕 饰）纵使逃亡避难也不愿抛却女性的柔媚，她在关键时刻的选择则在其女性的外壳下注入一份刚强；日本人角川（中泉英雄 饰）随部队进驻这个千疮百孔、破败不堪的城池，在这个人间炼狱，他的心灵感受到前所未有的巨大冲击。 狼烟滚滚，血流成河，大时代的背景下，人们既要承受时代的无情给予，也要做出攸关命运的痛苦抉择……,https://movie.douban.com/subject/2294568/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470463541.webp,
1302977,赌侠2：上海滩赌圣,7.8,150153,王晶,"周星驰, 巩俐, 吕良伟, 向华强, 吴君如",王晶,1991-08-21,"喜剧, 奇幻",中国香港,粤语 / 英语 / 汉语普通话 / 法语,116分钟,阿星（周星驰 饰）由赌神处学成归来，恰逢不甘心失败的大军集合中南海五大高手复仇，虽有龙五（向华强 饰）相助，但阿星与三叔（吴孟达 饰）仍被大军等人发功送至1937年的上海…… 阿星与三叔失散后意外击杀谋害许文强之凶手，得以结识丁力（吕良伟 饰），自此与祖父周大福（吴孟达 饰）留在丁力身边，丁力女友如仙（巩俐 饰）令阿星魂牵梦绕，却不知她是自己所中意女孩如梦（巩俐 饰）的孪生姐姐。川岛芳子意欲控制上海，于是网罗大军等人频频向丁力发难，并约定最后以赌局决定胜负，阿星由日本人手中涉险逃脱，终于赶上赌局，而决定这场赌局的关键，却是一个名叫“今晚打老虎”的神秘人物……,https://movie.douban.com/subject/1302977/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2349573639.webp,
5194471,画壁,4.9,141464,陈嘉上,"邓超, 孙俪, 闫妮, 柳岩, 谢楠",刘浩良,2011-09-29,"剧情, 动作, 爱情, 奇幻",中国大陆 / 中国香港,汉语普通话,122分钟,深山古刹，进京赶考的书生朱孝廉（邓超 饰）被一个从壁画上跌落下来的仙女牡丹（郑爽 饰）带到了画中的仙境。在奇异的仙境之中，众多仙女在姑姑（闫妮 饰）的管理下，过着自由快乐的生活，但惟独不许她们与男人产生感情，而且对私自闯进仙境的男人也绝不手软。在仙境里，朱孝廉认识了仙女芍药（孙俪 饰）。在芍药的帮助下，朱孝廉躲过被姑姑发现的危险，顺利的返回人间。但是，由于担心牡丹的安危，在朱孝廉的请求下，古庙里的大师（曾志伟 饰）帮助朱孝廉重返仙境。然而仙境之中依旧歌舞升平，但朱孝廉却怎么也找不到仙女牡丹的身影…… 本片取材自《聊斋志异》，由陈嘉上导演执导。邓超、孙俪夫妻首次大银幕合作。,https://movie.douban.com/subject/5194471/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1194538124.webp,
6041191,听风者,6.9,204350,麦兆辉,"梁朝伟, 周迅, 范晓萱, 王学兵, 董勇",麦兆辉,2012-08-07,"剧情, 悬疑",中国大陆 / 中国香港,汉语普通话 / 粤语,120分钟,1949年，新中国建立之初。江山初定，百废待兴，和平的表象下没有硝烟的战争早已拉开序幕。败逃台湾的国民党接连向大陆派出特工，伺机破坏。为了应对接二连三的破坏活动，中共成立情报部门701局与敌方展开连番较量。同年10月初，701局控制的侦听局莫名消失，为了查清消失电台的下落，701局负责人老鬼（王学兵 饰）授命代号二〇〇的张学宁（周迅 饰）去上海寻找耳力超群的钢琴调音师罗三耳。结果阴差阳错，学宁找到了罗德小徒弟——耳力同样超群的盲人调音师阿兵（梁朝伟 饰）。 阿兵不负众望，不仅通过层层严苛的考试，还在工作中一鸣惊人。在残酷的谍报战争中，阿兵和学宁之间某种情愫也暗暗滋生……,https://movie.douban.com/subject/6041191/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1400056430.webp,
25966085,踏血寻梅,7.5,224649,翁子光,"郭富城, 春夏, 白只, 谭耀文, 金燕玲",翁子光,2015-12-03,"剧情, 悬疑, 犯罪",中国香港,粤语 / 汉语普通话 / 湖南方言,120分钟(导演剪辑版),2009年，十六岁的湖南女孩王佳梅（春夏 饰）追随改嫁的妈妈和姐姐的脚步来到了香港，全新而陌生的环境，她感觉到格格不入，与家人的关系也逐渐紧张起来。志愿成为模特的佳梅以助理身份入行，尝尽了圈内的苦辣酸甜，最终为了赚更多的钱而出卖肉体。直到某天，她认识了拥有悲惨童年经历的肥仔丁子聪（白只 饰），两人的命运同时朝着悲剧的方向转变。繁忙的警署内，肥仔前来自首，负责此案的臧SIR（郭富城 饰）针对相关人士展开调查，在此过程中，佳梅和丁子聪个人的故事交替展开。有如两条悲伤的河流，最终汇成混杂着血污与泪的黄泉之水…… 本片根据真实案件改编。,https://movie.douban.com/subject/25966085/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2493424009.webp,
35483395,戏台,7.9,268694,陈佩斯,"陈佩斯, 黄渤, 姜武, 尹正, 杨皓宇",陈佩斯,2025-07-25,"剧情, 喜剧",中国大陆 / 中国香港,汉语普通话,117分钟,民国年间，战乱频发。五庆班班主侯喜亭（陈佩斯 饰）带着一众名角儿来到德祥大戏院演出，谁成想首演压轴登场的却是包子铺的伙计大嗓儿（黄渤 饰）？全场观众都在翘首以盼名角儿金啸天（尹正 饰）亮相，可刚攻城称王的洪大帅（姜武 饰）却偏偏指名让大嗓儿唱这出《霸王别姬》！眼看戏班的招牌就要砸了，前台戏迷退票砸场让戏院吴经理（杨皓宇 饰）苦不堪言，后台洪大帅持枪闹事更是让人吓破了胆！台前台后都乱了套，男旦凤小桐（余少群 饰）、教化处处长徐明礼（陈大愚 饰）、怀有异心的六姨太（徐卓儿 饰）等人也被卷入这场令人啼笑皆非的闹剧之中……台上霸王声声唱，台下荒唐众生相，既要保住戏班饭碗，又要哄好台下观众，大幕拉开之后，这场戏到底要怎么唱？ 影片改编自同名话剧。,https://movie.douban.com/subject/35483395/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2923749086.webp,
1400868,警察故事,8.2,137202,成龙,"成龙, 林青霞, 张曼玉, 董骠, 楚原",邓景生,1985-12-14,"喜剧, 动作, 惊悚, 犯罪",中国香港,粤语,101 分钟,受过特警训练的警察陈家驹（成龙）为人正直办案拼命，时常将女友（张曼玉）忽略。某次围剿行动中陈家驹拘捕了大毒枭朱滔，但因证人（朱滔的秘书）莎莲娜（林青霞）的突然失踪，未能将其绳之于法，陈家驹因此受降职处分。事后含恨在心的朱滔为了报复陈家驹，设计将其诱至囚禁莎莲娜的别墅，并派手下杀死一名警察嫁祸其身，令陈家驹在警方的通辑令下只能四处流亡。 而侥幸逃脱的莎莲娜明白到朱滔为人不择手段的本质，为求自保，冒险潜入朱滔办公室偷得证据，却被其手下追杀至商场，陈家驹及时赶到，与朱滔手下展开激战。,https://movie.douban.com/subject/1400868/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2204684191.webp,
2359431,保持通话,6.8,167224,陈木胜,"古天乐, 徐熙媛, 张家辉, 刘烨, 樊少皇",袁锦麟,2008-09-25,"剧情, 动作",中国香港 / 中国大陆,粤语 / 汉语普通话,110分钟,改编自好莱坞电影《驳命来电》(Cellular)。 这天和平日一样，身为工程师的单身妈妈Grace（徐熙媛 饰）拼命工作几乎通宵，次日送女儿婷婷上学。途中被霍德能（刘烨 饰）故意猛撞车身，Grace当场昏迷，醒来后发现已置身于一个密闭的货柜内。昏迷时她看见霍德能对她家大肆搜索并且杀害女佣，醒来后更被追问东西藏在何处。一无所知的Grace毫无办法，在悍匪离开后竭力地把一台损毁的电话接线，拨出给财务公司的阿邦（古天乐 饰）。 阿邦面对Grace的苦苦哀求，随手把手机给交警辉Sir（张家辉 饰），由于听不清Grace的说话，辉警告阿邦别再胡闹。阿邦听到手机内枪声后意识到事态严重，决定帮助Grace。 眼下第一件事就是拦截悍匪，他们正在前往学校企图带走婷婷以作威胁。悍匪第二个目标是找到Grace弟弟，他们相信他们的犯罪证据就在她弟弟手上。一路上阿邦被误认为劫匪，被警察追逐，陷入困局的他惊讶地发现霍德能一行人竟然是国际刑警，他只有凭着保持通话独力营救，辉Sir的出现也让事情有了一丝转机。,https://movie.douban.com/subject/2359431/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p505145746.webp,
1408312,笑林小子,8.0,143779,朱延平,"林志颖, 郝劭文, 释小龙, 徐濠萦, 徐若瑄 Vivian Hsu",叶云樵,1994-04-15,喜剧,中国台湾 / 中国香港,汉语普通话,87分钟,香港某高中学生四毛（林志颖 饰）爱上校长的孙女安妮（徐若瑄 饰），此举惹怒安妮男友铁鹰（张震岳 饰），令其开始对四毛百般刁难。在好友珍珠（徐濠萦 饰）和小皮（郝劭文 饰）的帮助下，四毛没有知难而退反是越挫越勇，发誓要与安妮约会，但终没抵过铁鹰。四毛随出差大陆的父亲游玩时，邂逅功夫了得的少林小子（释小龙 饰），并在他的帮助下练成武功。回到香港后，四毛偶知铁鹰的父亲心谋不轨想霸占校产，计划让铁鹰强占安妮以便要挟校长，开始在来港访问的少林小子的帮助下与铁鹰一伙展开恶战。,https://movie.douban.com/subject/1408312/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2352121968.webp,
1293475,黄飞鸿之二：男儿当自强,8.3,157290,徐克,"李连杰, 关之琳, 甄子丹, 莫少聪, 姜大卫",徐克,1992-04-16,"剧情, 动作, 爱情, 武侠, 古装",中国香港,粤语 / 汉语普通话 / 英语,107分钟,白莲教徒接下满清大臣纳兰元述（甄子丹）所下的对付革命党人的命令后，在广州街头借“扶清灭洋”的口号大肆捣乱洋人的使馆、教堂等地盘，甚至连小学生也不放过，他们的举动令黄飞鸿（李连杰）、十三姨（关之琳）与梁宽（莫少聪）异常气愤。 在某个医学会议上，黄飞鸿与革命党领袖孙文（张铁林）一见如故，发现革命党人对救国更具远见时，他决定帮助革命党人逃过厄运。随后，他直捣白莲教总坛决胜九宫真人，揭开迷信假像，又因奋慨国运衰竭民智末开，不惜与纳兰元述决一死战。,https://movie.douban.com/subject/1293475/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2585646640.webp,
27114416,廉政风云,5.4,98660,麦兆辉,"刘青云, 张家辉, 林嘉欣, 袁咏仪, 方中信",麦兆辉,2019-02-05,"剧情, 悬疑, 犯罪",中国香港 / 中国大陆,粤语,114分钟,经过多年的追查，香港廉政公署准备对理达贸易集团负责人陈超群以及海关官员钟嘉玲（袁咏仪 饰）就非法内销行贿行为进行起诉。可是在开庭前夕，作为举报人和证人的理达的前任财务总监许植尧（张家辉 饰）临时改变出庭打算，启程前往澳洲。法庭给出七天限期，为此，该案负责人陈敬慈（刘青云 饰）和同在廉政公署供职的妻子江雪儿（林嘉欣 饰）联合展开调查。陈倾尽全力追查陈超群走私行贿的实证，并试图揪出其背后的大老虎。江雪儿则远赴澳洲，力劝许植尧回港作证。 短短的七天，一切争分夺秒，而在这一过程中，更多的真相交替浮现水面……,https://movie.douban.com/subject/27114416/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554020294.webp,
3928370,越光宝盒,5.4,169052,刘镇伟,"孙俪, 郑中基, 朱茵, 梁咏琪, 郭德纲",刘镇伟,2010-03-18,"喜剧, 爱情, 奇幻, 古装",中国大陆 / 中国香港,汉语普通话 / 粤语,86分钟,个性莽撞的玫瑰仙子（孙俪 饰）渴望能够像紫霞仙子一样找到一世珍爱，于是从日月神灯前盗取那把曾见证旷古爱恋的紫青宝剑来到凡间，希望找到能拔剑出鞘的真命天子。山贼清一色（郑中基 饰）只想本本份份做个山贼，不料却拔出玫瑰仙子的紫青宝剑，之后俩人又意外通过越光宝盒穿越时空，亲历赤壁之战。在穿越的日子里，玫瑰仙子对于拔剑出鞘的清一色百般示爱，而一心想重新踏上穿越时空之路的清一色却对玫瑰仙子只是假意奉承，在利用玫瑰仙子从曹操（郭德纲 饰）手里夺回越光宝盒之后，他毅然弃玫瑰仙子于不顾，独自回到曾经。然而再次偶到玫瑰仙子之时，清一色却发现有一份爱早已在自己的心头生根发芽…… 本片借经典影片《月光宝盒》之东风，58位明星倾情加盟，并重新演绎近年来多部影片中的精彩片段，“笑果”非比寻常。,https://movie.douban.com/subject/3928370/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p798688444.webp,
1302678,逃学威龙3之龙过鸡年,7.7,153444,王晶,"周星驰, 梅艳芳, 陈百祥, 周海媚, 梁家仁",王晶,1993-01-14,喜剧,中国香港,粤语,89 分钟,百万富翁王百万（周星驰 饰）被人用冰锥插死，由于他与妻子汤茱蒂（梅艳芳 饰）的感情破裂，汤茱蒂便有最大的嫌疑。刚好周星星（周星驰 饰）的相貌与王百万几乎一模一样，警方便让周星星假扮王百万让汤茱蒂带回家，好让周星星能够从中寻找证据。当周星星进入王家后，发觉王百万的好友林大岳（黄秋生 饰）也有重大嫌疑。怎料林大岳也同样被杀害。案情疑点重重，周星星后来发现汤茱蒂跟王百万的女秘书有暧昧的关系。,https://movie.douban.com/subject/1302678/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1277819805.webp,
